   "t"	"air_fuel_ratio"	"speed"	"map"	"ego"	"throttle"	"fuel"
   1.4000000000000001e-01	   4.9089296374361684e+00	   3.0000000000000000e+02	   4.5103347071015215e-01	   1.0000000000000000e+00	   1.0699999999999999e+01	   9.6509349346160889e-01
   1.4999999999999999e-01	   5.1852491113252235e+00	   3.0000000000000000e+02	   4.4924994148127151e-01	   1.0000000000000000e+00	   1.0750000000000000e+01	   9.6176320314407349e-01
   1.6000000000000000e-01	   5.4536291867954088e+00	   3.0000000000000000e+02	   4.4803389200630139e-01	   1.0000000000000000e+00	   1.0800000000000001e+01	   9.5947402715682983e-01
   1.7000000000000001e-01	   5.7142924544742435e+00	   3.0000000000000000e+02	   4.4732742668048137e-01	   1.0000000000000000e+00	   1.0850000000000000e+01	   9.5813292264938354e-01
   1.7999999999999999e-01	   5.9674505870843317e+00	   3.0000000000000000e+02	   4.4707861645341668e-01	   1.0000000000000000e+00	   1.0900000000000000e+01	   9.5764362812042236e-01
   1.9000000000000000e-01	   6.2133104042211311e+00	   3.0000000000000000e+02	   4.4724093910388568e-01	   1.0000000000000000e+00	   1.0949999999999999e+01	   9.5791912078857422e-01
   2.0000000000000001e-01	   6.4520739845062529e+00	   3.0000000000000000e+02	   4.4777275939292943e-01	   1.0000000000000000e+00	   1.1000000000000000e+01	   9.5888125896453857e-01
   2.0999999999999999e-01	   6.6839385990825093e+00	   3.0000000000000000e+02	   4.4863684936193127e-01	   1.0000000000000000e+00	   1.1050000000000001e+01	   9.6045964956283569e-01
   2.2000000000000000e-01	   6.9090968247537639e+00	   3.0000000000000000e+02	   4.4979994806862988e-01	   1.0000000000000000e+00	   1.1100000000000000e+01	   9.6259105205535889e-01
   2.3000000000000001e-01	   7.1277366103749147e+00	   3.0000000000000000e+02	   4.5123235936634509e-01	   1.0000000000000000e+00	   1.1150000000000000e+01	   9.6520268917083740e-01
   2.3999999999999999e-01	   7.3400483682361752e+00	   3.0000000000000000e+02	   4.5290758586817448e-01	   1.0000000000000000e+00	   1.1199999999999999e+01	   9.6825402975082397e-01
   2.5000000000000000e-01	   7.5462132316328674e+00	   3.0000000000000000e+02	   4.5480199694754608e-01	   1.0000000000000000e+00	   1.1250000000000000e+01	   9.7170263528823853e-01
   2.6000000000000001e-01	   7.7464064491566242e+00	   3.0000000000000000e+02	   4.5689452846783712e-01	   1.0000000000000000e+00	   1.1300000000000001e+01	   9.7550785541534424e-01
   2.7000000000000002e-01	   7.9407988124929272e+00	   3.0000000000000000e+02	   4.5916641187349949e-01	   1.0000000000000000e+00	   1.1350000000000000e+01	   9.7963404655456543e-01
   2.8000000000000003e-01	   8.1295564254502359e+00	   3.0000000000000000e+02	   4.6160093028682014e-01	   1.0000000000000000e+00	   1.1400000000000000e+01	   9.8404878377914429e-01
   2.8999999999999998e-01	   8.3128410706634952e+00	   3.0000000000000000e+02	   4.6418319931730845e-01	   1.0000000000000000e+00	   1.1449999999999999e+01	   9.8872327804565430e-01
   2.9999999999999999e-01	   8.4908102138615593e+00	   3.0000000000000000e+02	   4.6689997038859793e-01	   1.0000000000000000e+00	   1.1500000000000000e+01	   9.9363195896148682e-01
   3.1000000000000000e-01	   8.6636170370432382e+00	   3.0000000000000000e+02	   4.6973945450827942e-01	   1.0000000000000000e+00	   1.1550000000000001e+01	   9.9875205755233765e-01
   3.2000000000000001e-01	   8.8314105138832364e+00	   3.0000000000000000e+02	   4.7269116453985827e-01	   1.0000000000000000e+00	   1.1600000000000000e+01	   1.0040630102157593e+00
   3.3000000000000002e-01	   8.9943356139724546e+00	   3.0000000000000000e+02	   4.7574577417604541e-01	   1.0000000000000000e+00	   1.1650000000000000e+01	   1.0095468759536743e+00
   3.4000000000000002e-01	   9.1525332147262031e+00	   3.0000000000000000e+02	   4.7889499195372237e-01	   1.0000000000000000e+00	   1.1699999999999999e+01	   1.0151872634887695e+00
   3.5000000000000003e-01	   9.3061403722030001e+00	   3.0000000000000000e+02	   4.8213144878950431e-01	   1.0000000000000000e+00	   1.1750000000000000e+01	   1.0209699869155884e+00
   3.5999999999999999e-01	   9.4552902208640024e+00	   3.0000000000000000e+02	   4.8544859764832199e-01	   1.0000000000000000e+00	   1.1800000000000001e+01	   1.0268819332122803e+00
   3.7000000000000000e-01	   9.6001122728812689e+00	   3.0000000000000000e+02	   4.8884062408419426e-01	   1.0000000000000000e+00	   1.1850000000000000e+01	   1.0329116582870483e+00
   3.8000000000000000e-01	   9.7407323901165022e+00	   3.0000000000000000e+02	   4.9230236651133941e-01	   1.0000000000000000e+00	   1.1900000000000000e+01	   1.0390492677688599e+00
   3.9000000000000001e-01	   9.8772727485106699e+00	   3.0000000000000000e+02	   4.9582924517445159e-01	   1.0000000000000000e+00	   1.1949999999999999e+01	   1.0452853441238403e+00
   4.0000000000000002e-01	   1.0009852189410179e+01	   3.0000000000000000e+02	   4.9941719888917424e-01	   9.9999999999999989e-01	   1.2000000000000000e+01	   1.0516117811203003e+00
   4.0160911987525816e-01	   1.0030647127181748e+01	   3.0000000000000000e+02	   4.9999999999999872e-01	   9.9999999999999989e-01	   1.2008045599376292e+01	   1.0516117811203003e+00
   4.0160911987526171e-01	   1.0030647127181796e+01	   3.0000000000000000e+02	   5.0000000000000000e-01	   9.9999999999999989e-01	   1.2008045599376310e+01	   1.0516117811203003e+00
   4.0160911987526526e-01	   1.0030647127181840e+01	   3.0000000000000000e+02	   5.0000000000000133e-01	   9.9999999999999989e-01	   1.2008045599376327e+01	   1.0516117811203003e+00
   4.1000000000000003e-01	   1.0138586116862259e+01	   3.0000000000000000e+02	   5.0306229004423164e-01	   9.9999999999999967e-01	   1.2050000000000001e+01	   1.0579885244369507e+00
   4.1839088012473480e-01	   1.0243553474883939e+01	   3.0000000000000000e+02	   5.0616078766551298e-01	   9.9999999999999933e-01	   1.2091954400623674e+01	   1.0579885244369507e+00
   4.1999999999999998e-01	   1.0263598843866831e+01	   3.0000000000000000e+02	   5.0675881739915574e-01	   9.9999999999999911e-01	   1.2100000000000000e+01	   1.0644296407699585e+00
   4.2804559937632591e-01	   1.0361347002590207e+01	   3.0000000000000000e+02	   5.0976607733621448e-01	   9.9999999999999811e-01	   1.2140227996881629e+01	   1.0644296407699585e+00
   4.2999999999999999e-01	   1.0385000519297805e+01	   3.0000000000000000e+02	   5.1050067779287511e-01	   9.9999999999999778e-01	   1.2150000000000000e+01	   1.0709301233291626e+00
   4.4000000000000000e-01	   1.0502895560104500e+01	   3.0000000000000000e+02	   5.1428222733552720e-01	   9.9999999999999423e-01	   1.2199999999999999e+01	   1.0774792432785034e+00
   4.5000000000000001e-01	   1.0617385494147955e+01	   3.0000000000000000e+02	   5.1809824603682797e-01	   9.9999999999998546e-01	   1.2250000000000000e+01	   1.0840674638748169e+00
   4.6000000000000002e-01	   1.0728568901836796e+01	   3.0000000000000000e+02	   5.2194390343974861e-01	   9.9999999999996458e-01	   1.2300000000000001e+01	   1.0906860828399658e+00
   4.7000000000000003e-01	   1.0836541476778368e+01	   3.0000000000000000e+02	   5.2581472730242418e-01	   9.9999999999991596e-01	   1.2350000000000000e+01	   1.0973265171051025e+00
   4.7999999999999998e-01	   1.0941396338562958e+01	   3.0000000000000000e+02	   5.2970657503687979e-01	   9.9999999999980560e-01	   1.2400000000000000e+01	   1.1039818525314331e+00
   4.8999999999999999e-01	   1.1043223710977898e+01	   3.0000000000000000e+02	   5.3361560763719573e-01	   9.9999999999956102e-01	   1.2449999999999999e+01	   1.1106446981430054e+00
   5.0000000000000000e-01	   1.1142111423083556e+01	   3.0000000000000000e+02	   5.3753826586085485e-01	   9.9999999999903155e-01	   1.2500000000000000e+01	   1.1173089742660522e+00
   5.1000000000000001e-01	   1.1238144684650207e+01	   3.0000000000000000e+02	   5.4147124845266037e-01	   9.9999999999791211e-01	   1.2550000000000001e+01	   1.1239688396453857e+00
   5.2000000000000002e-01	   1.1331406266335852e+01	   3.0000000000000000e+02	   5.4541149222299612e-01	   9.9999999999559708e-01	   1.2600000000000000e+01	   1.1306189298629761e+00
   5.3000000000000003e-01	   1.1421976566850617e+01	   3.0000000000000000e+02	   5.4935615381179259e-01	   9.9999999999091305e-01	   1.2650000000000000e+01	   1.1372544765472412e+00
   5.4000000000000004e-01	   1.1509933619972470e+01	   3.0000000000000000e+02	   5.5330259298675433e-01	   9.9999999998163425e-01	   1.2699999999999999e+01	   1.1438419818878174e+00
   5.5000000000000004e-01	   1.1595364001775046e+01	   3.0000000000000000e+02	   5.5724835733952893e-01	   9.9999999996362310e-01	   1.2750000000000000e+01	   1.1504001617431641e+00
   5.6000000000000005e-01	   1.1678343153753234e+01	   3.0000000000000000e+02	   5.6119116825684268e-01	   9.9999999992934807e-01	   1.2800000000000001e+01	   1.1569308042526245e+00
   5.7000000000000006e-01	   1.1758942255829774e+01	   3.0000000000000000e+02	   5.6512890805543325e-01	   9.9999999986536614e-01	   1.2850000000000001e+01	   1.1634305715560913e+00
   5.7999999999999996e-01	   1.1837230387580393e+01	   3.0000000000000000e+02	   5.6905960818008372e-01	   9.9999999974814235e-01	   1.2900000000000000e+01	   1.1698960065841675e+00
   5.8999999999999997e-01	   1.1913274739106159e+01	   3.0000000000000000e+02	   5.7298143837337789e-01	   9.9999999953723517e-01	   1.2949999999999999e+01	   1.1763246059417725e+00
   5.9999999999999998e-01	   1.1987140415267877e+01	   3.0000000000000000e+02	   5.7689269673410892e-01	   9.9999999916440463e-01	   1.3000000000000000e+01	   1.1827137470245361e+00
   6.0999999999999999e-01	   1.2058890631537214e+01	   3.0000000000000000e+02	   5.8079180058870827e-01	   9.9999999851651977e-01	   1.3050000000000001e+01	   1.1890606880187988e+00
   6.2000000000000000e-01	   1.2128586893895292e+01	   3.0000000000000000e+02	   5.8467727810673031e-01	   9.9999999740921486e-01	   1.3100000000000000e+01	   1.1953636407852173e+00
   6.3000000000000000e-01	   1.2196288781673720e+01	   3.0000000000000000e+02	   5.8854776059742697e-01	   9.9999999554700869e-01	   1.3150000000000000e+01	   1.2016204595565796e+00
   6.4000000000000001e-01	   1.2262054203196891e+01	   3.0000000000000000e+02	   5.9240197542985473e-01	   9.9999999246394033e-01	   1.3199999999999999e+01	   1.2078291177749634e+00
   6.5000000000000002e-01	   1.2325939465479642e+01	   3.0000000000000000e+02	   5.9623873952384676e-01	   9.9999998743667884e-01	   1.3250000000000000e+01	   1.2139884233474731e+00
   6.6000000000000003e-01	   1.2387999085539349e+01	   3.0000000000000000e+02	   6.0005695336361398e-01	   9.9999997935943119e-01	   1.3300000000000001e+01	   1.2200963497161865e+00
   6.7000000000000004e-01	   1.2448286192062678e+01	   3.0000000000000000e+02	   6.0385559548976564e-01	   9.9999996656660195e-01	   1.3350000000000000e+01	   1.2261244058609009e+00
   6.8000000000000005e-01	   1.2506861817463346e+01	   3.0000000000000000e+02	   6.0763371742920491e-01	   9.9999994658132929e-01	   1.3400000000000000e+01	   1.2320985794067383e+00
   6.9000000000000006e-01	   1.2563775673097236e+01	   3.0000000000000000e+02	   6.1139043902569912e-01	   9.9999991577673941e-01	   1.3449999999999999e+01	   1.2380181550979614e+00
   7.0000000000000007e-01	   1.2619075907375397e+01	   3.0000000000000000e+02	   6.1512494413698227e-01	   9.9999986891146109e-01	   1.3500000000000000e+01	   1.2438820600509644e+00
   7.0999999999999996e-01	   1.2672809316320055e+01	   3.0000000000000000e+02	   6.1883647666704789e-01	   9.9999979850991672e-01	   1.3550000000000001e+01	   1.2496894598007202e+00
   7.1999999999999997e-01	   1.2725021337839280e+01	   3.0000000000000000e+02	   6.2252433690485909e-01	   9.9999969404555022e-01	   1.3600000000000000e+01	   1.2554397583007812e+00
   7.2999999999999998e-01	   1.2775756044653036e+01	   3.0000000000000000e+02	   6.2618787814306442e-01	   9.9999954087902609e-01	   1.3650000000000000e+01	   1.2611321210861206e+00
   7.3999999999999999e-01	   1.2825056297517737e+01	   3.0000000000000000e+02	   6.2982650355247938e-01	   9.9999931889564242e-01	   1.3699999999999999e+01	   1.2667660713195801e+00
   7.5000000000000000e-01	   1.2872963688427646e+01	   3.0000000000000000e+02	   6.3343966329009582e-01	   9.9999900078062898e-01	   1.3750000000000000e+01	   1.2723414897918701e+00
   7.6000000000000001e-01	   1.2919518485496308e+01	   3.0000000000000000e+02	   6.3702685182022556e-01	   9.9999854986451231e-01	   1.3800000000000001e+01	   1.2778574228286743e+00
   7.7000000000000002e-01	   1.2964759977959188e+01	   3.0000000000000000e+02	   6.4058760543008919e-01	   9.9999791746000721e-01	   1.3850000000000000e+01	   1.2833142280578613e+00
   7.8000000000000003e-01	   1.3008726088760808e+01	   3.0000000000000000e+02	   6.4412149992273238e-01	   9.9999703962393971e-01	   1.3900000000000000e+01	   1.2887111902236938e+00
   7.9000000000000004e-01	   1.3051453795864461e+01	   3.0000000000000000e+02	   6.4762814847160732e-01	   9.9999583324832209e-01	   1.3949999999999999e+01	   1.2940481901168823e+00
   8.0000000000000004e-01	   1.3092978980940543e+01	   3.0000000000000000e+02	   6.5110719962249797e-01	   9.9999419141731583e-01	   1.4000000000000000e+01	   1.2993184328079224e+00
   8.1000000000000005e-01	   1.3133338676270750e+01	   3.0000000000000000e+02	   6.5455833542971154e-01	   9.9999197780603732e-01	   1.4050000000000001e+01	   1.3045140504837036e+00
   8.2000000000000006e-01	   1.3172571365859493e+01	   3.0000000000000000e+02	   6.5798126971460502e-01	   9.9998902005414503e-01	   1.4100000000000001e+01	   1.3096494674682617e+00
   8.3000000000000007e-01	   1.3210709645493017e+01	   3.0000000000000000e+02	   6.6137574643557628e-01	   9.9998510280672193e-01	   1.4150000000000000e+01	   1.3147249221801758e+00
   8.3999999999999997e-01	   1.3247785096724137e+01	   3.0000000000000000e+02	   6.6474153815962811e-01	   9.9997995917805227e-01	   1.4199999999999999e+01	   1.3197404146194458e+00
   8.4999999999999998e-01	   1.3283828409023798e+01	   3.0000000000000000e+02	   6.6807844462651911e-01	   9.9997326132307729e-01	   1.4250000000000000e+01	   1.3246961832046509e+00
   8.5999999999999999e-01	   1.3318869341764970e+01	   3.0000000000000000e+02	   6.7138629139734651e-01	   9.9996460997851555e-01	   1.4300000000000001e+01	   1.3295923471450806e+00
   8.7000000000000000e-01	   1.3352936802644010e+01	   3.0000000000000000e+02	   6.7466492858017746e-01	   9.9995352295657081e-01	   1.4350000000000000e+01	   1.3344290256500244e+00
   8.8000000000000000e-01	   1.3386058883847360e+01	   3.0000000000000000e+02	   6.7791422962604830e-01	   9.9993942265068292e-01	   1.4400000000000000e+01	   1.3392065763473511e+00
   8.9000000000000001e-01	   1.3418262820033608e+01	   3.0000000000000000e+02	   6.8113409018930393e-01	   9.9992162266918083e-01	   1.4449999999999999e+01	   1.3439253568649292e+00
   9.0000000000000002e-01	   1.3449575023870480e+01	   3.0000000000000000e+02	   6.8432442704684437e-01	   9.9989931366831164e-01	   1.4500000000000000e+01	   1.3485856056213379e+00
   9.1000000000000003e-01	   1.3480021157486817e+01	   3.0000000000000000e+02	   6.8748517707139145e-01	   9.9987154850553228e-01	   1.4550000000000001e+01	   1.3531874418258667e+00
   9.2000000000000004e-01	   1.3509626200394660e+01	   3.0000000000000000e+02	   6.9061629625438781e-01	   9.9983722687261434e-01	   1.4600000000000001e+01	   1.3577315807342529e+00
   9.3000000000000005e-01	   1.3538414288576877e+01	   3.0000000000000000e+02	   6.9371775877459507e-01	   9.9979507994539807e-01	   1.4650000000000000e+01	   1.3622180223464966e+00
   9.4000000000000006e-01	   1.3566408972768105e+01	   3.0000000000000000e+02	   6.9678955610887550e-01	   9.9974365454669512e-01	   1.4699999999999999e+01	   1.3666474819183350e+00
   9.5000000000000007e-01	   1.3593633016714664e+01	   3.0000000000000000e+02	   6.9983169618201269e-01	   9.9968129817778295e-01	   1.4750000000000000e+01	   1.3710200786590576e+00
   9.5999999999999996e-01	   1.3620108613868709e+01	   3.0000000000000000e+02	   7.0284420255277269e-01	   9.9960614393107372e-01	   1.4800000000000001e+01	   1.3753213882446289e+00
   9.6999999999999997e-01	   1.3645861937591381e+01	   3.0000000000000000e+02	   7.0582711363371220e-01	   9.9951607883055771e-01	   1.4850000000000000e+01	   1.3795659542083740e+00
   9.7999999999999998e-01	   1.3670913979865434e+01	   3.0000000000000000e+02	   7.0878048194251653e-01	   9.9940875470814317e-01	   1.4900000000000000e+01	   1.3837552070617676e+00
   9.8999999999999999e-01	   1.3695284821041618e+01	   3.0000000000000000e+02	   7.1170437338290182e-01	   9.9928156844749449e-01	   1.4949999999999999e+01	   1.3878895044326782e+00
   1.0000000000000000e+00	   1.3718993995686230e+01	   3.0000000000000000e+02	   7.1459886655333471e-01	   9.9913165092223077e-01	   1.5000000000000000e+01	   1.3919697999954224e+00
   1.0100000000000000e+00	   1.3742060328594960e+01	   3.0000000000000000e+02	   7.1746405208202202e-01	   9.9895586037324369e-01	   1.5050000000000001e+01	   1.3959962129592896e+00
   1.0200000000000000e+00	   1.3764502216964248e+01	   3.0000000000000000e+02	   7.2030003198679904e-01	   9.9875077543702018e-01	   1.5100000000000000e+01	   1.3999693393707275e+00
   1.0300000000000000e+00	   1.3786337498806514e+01	   3.0000000000000000e+02	   7.2310691905869795e-01	   9.9851269336655890e-01	   1.5150000000000000e+01	   1.4038895368576050e+00
   1.0400000000000000e+00	   1.3807583545308759e+01	   3.0000000000000000e+02	   7.2588483626811617e-01	   9.9823762960850659e-01	   1.5199999999999999e+01	   1.4077578783035278e+00
   1.0500000000000000e+00	   1.3828257058702711e+01	   3.0000000000000000e+02	   7.2863391619262152e-01	   9.9792132450493276e-01	   1.5250000000000000e+01	   1.4115742444992065e+00
   1.0600000000000001e+00	   1.3848374458029847e+01	   3.0000000000000000e+02	   7.3135430046553540e-01	   9.9755924551848874e-01	   1.5300000000000001e+01	   1.4153398275375366e+00
   1.0700000000000001e+00	   1.3867951489989807e+01	   3.0000000000000000e+02	   7.3404613924452455e-01	   9.9714660439735558e-01	   1.5350000000000001e+01	   1.4190548658370972e+00
   1.0800000000000001e+00	   1.3887003540652014e+01	   3.0000000000000000e+02	   7.3670959069950837e-01	   9.9667836728849357e-01	   1.5400000000000000e+01	   1.4227198362350464e+00
   1.0900000000000001e+00	   1.3905545574635980e+01	   3.0000000000000000e+02	   7.3934482051925376e-01	   9.9614927394251684e-01	   1.5449999999999999e+01	   1.4263353347778320e+00
   1.1000000000000001e+00	   1.3923592112610432e+01	   3.0000000000000000e+02	   7.4195200143608553e-01	   9.9555386078627994e-01	   1.5500000000000000e+01	   1.4299020767211914e+00
   1.1100000000000001e+00	   1.3941157209663192e+01	   3.0000000000000000e+02	   7.4453131276818652e-01	   9.9488648862292850e-01	   1.5550000000000001e+01	   1.4334205389022827e+00
   1.1200000000000001e+00	   1.3958254541569911e+01	   3.0000000000000000e+02	   7.4708293997899866e-01	   9.9414137020628024e-01	   1.5600000000000001e+01	   1.4368914365768433e+00
   1.1300000000000001e+00	   1.3974897345050145e+01	   3.0000000000000000e+02	   7.4960707425327078e-01	   9.9331260651186692e-01	   1.5650000000000000e+01	   1.4403151273727417e+00
   1.1400000000000001e+00	   1.3991098538042760e+01	   3.0000000000000000e+02	   7.5210391208932037e-01	   9.9239421813321593e-01	   1.5700000000000001e+01	   1.4436824321746826e+00
   1.1500000000000001e+00	   1.4006873564412459e+01	   3.0000000000000000e+02	   7.5457365490710149e-01	   9.9137998852726761e-01	   1.5750000000000000e+01	   1.4470022916793823e+00
   1.1599999999999999e+00	   1.4022234917931415e+01	   3.0000000000000000e+02	   7.5701650867168380e-01	   9.9026380175531803e-01	   1.5800000000000001e+01	   1.4502768516540527e+00
   1.1699999999999999e+00	   1.4037194263023981e+01	   3.0000000000000000e+02	   7.5943268353176174e-01	   9.8903960327101181e-01	   1.5850000000000000e+01	   1.4535064697265625e+00
   1.1799999999999999e+00	   1.4051762991290060e+01	   3.0000000000000000e+02	   7.6182239347282099e-01	   9.8770141310812010e-01	   1.5899999999999999e+01	   1.4566922187805176e+00
   1.1899999999999999e+00	   1.4065952017719930e+01	   3.0000000000000000e+02	   7.6418585598459865e-01	   9.8624339168412423e-01	   1.5949999999999999e+01	   1.4598343372344971e+00
   1.2000000000000000e+00	   1.4079772040960982e+01	   3.0000000000000000e+02	   7.6652329174247680e-01	   9.8465986502896530e-01	   1.6000000000000000e+01	   1.4629334211349487e+00
   1.2100000000000000e+00	   1.4093233443217397e+01	   3.0000000000000000e+02	   7.6883492430245148e-01	   9.8294538058709913e-01	   1.6050000000000001e+01	   1.4659900665283203e+00
   1.2200000000000000e+00	   1.4106346298885184e+01	   3.0000000000000000e+02	   7.7112097980932492e-01	   9.8109475426916082e-01	   1.6100000000000001e+01	   1.4690049886703491e+00
   1.2300000000000000e+00	   1.4119120347967087e+01	   3.0000000000000000e+02	   7.7338168671776641e-01	   9.7910312230870478e-01	   1.6149999999999999e+01	   1.4719785451889038e+00
   1.2400000000000000e+00	   1.4131565109724470e+01	   3.0000000000000000e+02	   7.7561727552589177e-01	   9.7696596976488626e-01	   1.6199999999999999e+01	   1.4749114513397217e+00
   1.2500000000000000e+00	   1.4143689783477923e+01	   3.0000000000000000e+02	   7.7782797852100893e-01	   9.7467918848234869e-01	   1.6250000000000000e+01	   1.4778040647506714e+00
   1.2600000000000000e+00	   1.4155503361285311e+01	   3.0000000000000000e+02	   7.8001402953717991e-01	   9.7223909740124803e-01	   1.6300000000000001e+01	   1.4806573390960693e+00
   1.2700000000000000e+00	   1.4167014459390423e+01	   3.0000000000000000e+02	   7.8217566372424929e-01	   9.6964251418692704e-01	   1.6350000000000001e+01	   1.4834715127944946e+00
   1.2800000000000000e+00	   1.4178231536182491e+01	   3.0000000000000000e+02	   7.8431311732799069e-01	   9.6688674491354643e-01	   1.6399999999999999e+01	   1.4862470626831055e+00
   1.2900000000000000e+00	   1.4189162825907751e+01	   3.0000000000000000e+02	   7.8642662748102332e-01	   9.6396962293896249e-01	   1.6449999999999999e+01	   1.4889847040176392e+00
   1.3000000000000000e+00	   1.4199816274919751e+01	   3.0000000000000000e+02	   7.8851643200415333e-01	   9.6088955095263517e-01	   1.6500000000000000e+01	   1.4916851520538330e+00
   1.3100000000000001e+00	   1.4210199549101636e+01	   3.0000000000000000e+02	   7.9058276921779624e-01	   9.5764552483460430e-01	   1.6550000000000001e+01	   1.4943486452102661e+00
   1.3200000000000001e+00	   1.4220320178258445e+01	   3.0000000000000000e+02	   7.9262587776313953e-01	   9.5423710524276406e-01	   1.6600000000000001e+01	   1.4969757795333862e+00
   1.3300000000000001e+00	   1.4230185455286723e+01	   3.0000000000000000e+02	   7.9464599643270750e-01	   9.5066445530263866e-01	   1.6649999999999999e+01	   1.4995670318603516e+00
   1.3400000000000001e+00	   1.4239802475948551e+01	   3.0000000000000000e+02	   7.9664336400999536e-01	   9.4692833238234131e-01	   1.6699999999999999e+01	   1.5021229982376099e+00
   1.3500000000000001e+00	   1.4249178108881637e+01	   3.0000000000000000e+02	   7.9861821911784181e-01	   9.4303009922624392e-01	   1.6750000000000000e+01	   1.5046440362930298e+00
   1.3600000000000001e+00	   1.4258319069016633e+01	   3.0000000000000000e+02	   8.0057080007521653e-01	   9.3897168845747070e-01	   1.6800000000000001e+01	   1.5071285963058472e+00
   1.3700000000000001e+00	   1.4267232464780697e+01	   3.0000000000000000e+02	   8.0250134476210166e-01	   9.3475531919885535e-01	   1.6850000000000001e+01	   1.5095738172531128e+00
   1.3800000000000001e+00	   1.4275926155059636e+01	   3.0000000000000000e+02	   8.0441009049215473e-01	   9.3038320859856016e-01	   1.6899999999999999e+01	   1.5119858980178833e+00
   1.3900000000000001e+00	   1.4284406140745261e+01	   3.0000000000000000e+02	   8.0629727389284411e-01	   9.2585883555816162e-01	   1.6950000000000003e+01	   1.5143651962280273e+00
   1.4000000000000001e+00	   1.4292678288058438e+01	   3.0000000000000000e+02	   8.0816313079275748e-01	   9.2118617216380239e-01	   1.7000000000000000e+01	   1.5167120695114136e+00
   1.4099999999999999e+00	   1.4300748330589240e+01	   3.0000000000000000e+02	   8.1000789611578639e-01	   9.1636965126191949e-01	   1.7050000000000001e+01	   1.5190273523330688e+00
   1.4199999999999999e+00	   1.4308621736139902e+01	   3.0000000000000000e+02	   8.1183180378190301e-01	   9.1141421821720203e-01	   1.7100000000000001e+01	   1.5213112831115723e+00
   1.4299999999999999e+00	   1.4316303882113722e+01	   3.0000000000000000e+02	   8.1363508661424533e-01	   9.0632519751155949e-01	   1.7149999999999999e+01	   1.5235642194747925e+00
   1.4399999999999999e+00	   1.4323800022380032e+01	   3.0000000000000000e+02	   8.1541797625224199e-01	   9.0110827172908436e-01	   1.7199999999999999e+01	   1.5257867574691772e+00
   1.4500000000000000e+00	   1.4331115221723350e+01	   3.0000000000000000e+02	   8.1718070307050983e-01	   8.9576949006778861e-01	   1.7250000000000000e+01	   1.5279796123504639e+00
   1.4600000000000000e+00	   1.4338254326297532e+01	   3.0000000000000000e+02	   8.1892349610326787e-01	   8.9031526154758756e-01	   1.7300000000000001e+01	   1.5301429033279419e+00
   1.4700000000000000e+00	   1.4345222136517272e+01	   3.0000000000000000e+02	   8.2064658297401993e-01	   8.8475218927510801e-01	   1.7350000000000001e+01	   1.5322769880294800e+00
   1.4800000000000000e+00	   1.4352023339151526e+01	   3.0000000000000000e+02	   8.2235018983026298e-01	   8.7908707404510689e-01	   1.7399999999999999e+01	   1.5343827009201050e+00
   1.4900000000000000e+00	   1.4358662374946277e+01	   3.0000000000000000e+02	   8.2403454128298981e-01	   8.7332698972052136e-01	   1.7449999999999999e+01	   1.5364601612091064e+00
   1.5000000000000000e+00	   1.4365143645303004e+01	   3.0000000000000000e+02	   8.2569986035076059e-01	   8.6747907552526526e-01	   1.7500000000000000e+01	   1.5385097265243530e+00
   1.5100000000000000e+00	   1.4371471444503483e+01	   3.0000000000000000e+02	   8.2734636840812525e-01	   8.6155054881371695e-01	   1.7550000000000001e+01	   1.5405319929122925e+00
   1.5200000000000000e+00	   1.4377649894381308e+01	   3.0000000000000000e+02	   8.2897428513818905e-01	   8.5554873138922138e-01	   1.7600000000000001e+01	   1.5425273180007935e+00
   1.5300000000000000e+00	   1.4383683014568511e+01	   3.0000000000000000e+02	   8.3058382848911783e-01	   8.4948095278727564e-01	   1.7649999999999999e+01	   1.5444962978363037e+00
   1.5400000000000000e+00	   1.4389574657216805e+01	   3.0000000000000000e+02	   8.3217521463439059e-01	   8.4335458471247260e-01	   1.7699999999999999e+01	   1.5464390516281128e+00
   1.5500000000000000e+00	   1.4395328643419557e+01	   3.0000000000000000e+02	   8.3374865793661113e-01	   8.3717687135002905e-01	   1.7750000000000000e+01	   1.5483560562133789e+00
   1.5600000000000001e+00	   1.4400948662527835e+01	   3.0000000000000000e+02	   8.3530437091470122e-01	   8.3095500135987077e-01	   1.7800000000000001e+01	   1.5502477884292603e+00
   1.5700000000000001e+00	   1.4406438274495102e+01	   3.0000000000000000e+02	   8.3684256421430214e-01	   8.2469608387420346e-01	   1.7850000000000001e+01	   1.5521144866943359e+00
   1.5800000000000001e+00	   1.4411800978396439e+01	   3.0000000000000000e+02	   8.3836344658121997e-01	   8.1840704816998788e-01	   1.7899999999999999e+01	   1.5539566278457642e+00
   1.5900000000000001e+00	   1.4417040146267919e+01	   3.0000000000000000e+02	   8.3986722483775555e-01	   8.1209469746595808e-01	   1.7949999999999999e+01	   1.5557744503021240e+00
   1.6000000000000001e+00	   1.4422159091453633e+01	   3.0000000000000000e+02	   8.4135410386176868e-01	   8.0576561004173186e-01	   1.8000000000000000e+01	   1.5575686693191528e+00
   1.6100000000000001e+00	   1.4427160936564936e+01	   3.0000000000000000e+02	   8.4282428656833086e-01	   7.9942628754486333e-01	   1.8050000000000001e+01	   1.5593394041061401e+00
